Fecha,Producto,Calidad,Presentación,Origen,Destino,Precio Mín,Precio Max,Precio Frec,Obs.
29/04/2019,Zanahoria mediana,Primera,Arpilla de 10 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",50,90,70,
22/04/2019,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",45,50,50,
23/04/2019,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",40,50,50,
24/04/2019,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",40,50,50,
25/04/2019,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",40,50,40,
26/04/2019,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",40,45,40,
29/04/2019,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",40,45,40,
22/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Puebla: Central de Abasto de Puebla,75,80,80,
23/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Puebla: Central de Abasto de Puebla,75,80,80,
24/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Puebla: Central de Abasto de Puebla,60,65,65,
25/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Puebla: Central de Abasto de Puebla,60,65,65,
26/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Puebla: Central de Abasto de Puebla,60,65,65,
29/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Puebla: Central de Abasto de Puebla,60,65,65,
22/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,45,56,52,
23/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,45,56,55,
24/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,45,63,55,
25/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,45,60,55,
26/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,60,65,60,
29/04/2019,Ajo Morado,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,60,65,60,
22/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
23/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
24/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
25/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
26/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
29/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
22/04/2019,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,66,68,66,
23/04/2019,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,65,66,66,
24/04/2019,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,66,68,68,
25/04/2019,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,66,68,66,
26/04/2019,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,66,68,68,
29/04/2019,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,65,66,66,
22/04/2019,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,22,24,23,
23/04/2019,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,20,22,22,
24/04/2019,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,23,25,25,
25/04/2019,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,23,25,23,
26/04/2019,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,22,23,23,
29/04/2019,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,22,24,23,
22/04/2019,Cilantro,Primera,Manojo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,30,25,
23/04/2019,Cilantro,Primera,Manojo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,30,30,
24/04/2019,Cilantro,Primera,Manojo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,30,30,
25/04/2019,Cilantro,Primera,Manojo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,30,25,
26/04/2019,Cilantro,Primera,Manojo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,30,25,
29/04/2019,Cilantro,Primera,Manojo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,30,30,
22/04/2019,Chile Pimiento morrón,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,28,30,30,
23/04/2019,Chile Pimiento morrón,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,27,30,28,
24/04/2019,Chile Pimiento morrón,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,27,27,
25/04/2019,Chile Pimiento morrón,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,25,26,26,
26/04/2019,Chile Pimiento morrón,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,27,30,27,
29/04/2019,Chile Pimiento morrón,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,30,35,30,
22/04/2019,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3,4,3.5,
23/04/2019,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3,4,3.5,
24/04/2019,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3,4,3.5,
25/04/2019,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3,4,3.5,
26/04/2019,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3,4,3.5,
29/04/2019,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3,4,3.5,
22/04/2019,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8.5,8.5,
23/04/2019,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8.5,8,
24/04/2019,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7.5,
25/04/2019,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
26/04/2019,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,8,8.5,8.5,
29/04/2019,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,8,8.5,8,
22/04/2019,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
23/04/2019,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
24/04/2019,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
25/04/2019,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
26/04/2019,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,8,7,
29/04/2019,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,7,6,
22/04/2019,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,70,75,70,
23/04/2019,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,70,80,75,
24/04/2019,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,75,80,75,
25/04/2019,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,75,80,75,
26/04/2019,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,75,80,75,
29/04/2019,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,75,80,75,
22/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7.5,
23/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7.5,
24/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7.5,
25/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,6,7,6.5,
26/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,6,7,6.5,
29/04/2019,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,5,6,5.5,
22/04/2019,Jícama,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,5,6,5.5,
23/04/2019,Jícama,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,5,6,5.5,
24/04/2019,Jícama,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,5,6,5.5,
25/04/2019,Jícama,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,5,6,5.5,
26/04/2019,Jícama,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,5,6,5.5,
29/04/2019,Jícama,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,5,6,5.5,
22/04/2019,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
23/04/2019,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
24/04/2019,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
25/04/2019,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
26/04/2019,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
29/04/2019,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,100,100,100,
22/04/2019,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
23/04/2019,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
24/04/2019,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
25/04/2019,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
26/04/2019,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
29/04/2019,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,110,110,
22/04/2019,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,22,22,22,
23/04/2019,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,22,22,22,
24/04/2019,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,22,22,22,
25/04/2019,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,22,22,22,
26/04/2019,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,22,22,22,
29/04/2019,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,10,10,10,
22/04/2019,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,15,15,15,
23/04/2019,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,15,15,15,
24/04/2019,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,15,15,15,
25/04/2019,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,15,15,15,
26/04/2019,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,15,15,15,
29/04/2019,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,14,14,14,
22/04/2019,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,14,14,14,
23/04/2019,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,14,14,14,
24/04/2019,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,14,14,14,
25/04/2019,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,14,14,14,
26/04/2019,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,14,14,14,
29/04/2019,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,14,14,14,
22/04/2019,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,12,12,12,
23/04/2019,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,12,12,12,
24/04/2019,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,12,12,12,
25/04/2019,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,12,12,12,
26/04/2019,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,12,12,12,
29/04/2019,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,12,12,12,
22/04/2019,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
23/04/2019,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
24/04/2019,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
25/04/2019,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
26/04/2019,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
29/04/2019,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,15,15,15,
22/04/2019,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,14.5,15.5,15,
23/04/2019,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,14.5,15.5,15,
24/04/2019,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,14.5,15.5,15,
25/04/2019,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,14.5,15.5,15,
26/04/2019,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,14.5,15.5,15,
29/04/2019,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,14.5,15.5,15,
22/04/2019,Mango Criollo,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,285,295,290,
23/04/2019,Mango Criollo,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,285,295,290,
24/04/2019,Mango Criollo,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,285,295,290,
25/04/2019,Mango Criollo,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,285,295,290,
26/04/2019,Mango Criollo,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,285,295,290,
29/04/2019,Mango Criollo,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,285,295,290,
22/04/2019,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,325,335,330,
23/04/2019,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,325,335,330,
24/04/2019,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,325,335,330,
25/04/2019,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,325,335,330,
26/04/2019,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,325,335,330,
29/04/2019,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,325,335,330,
22/04/2019,Mango Oro,Primera,Caja de 28 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,185,195,190,
23/04/2019,Mango Oro,Primera,Caja de 28 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,185,195,190,
24/04/2019,Mango Oro,Primera,Caja de 28 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,185,195,190,
25/04/2019,Mango Oro,Primera,Caja de 28 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,185,195,190,
26/04/2019,Mango Oro,Primera,Caja de 28 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,185,195,190,
29/04/2019,Mango Oro,Primera,Caja de 28 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,185,195,190,
22/04/2019,Mango Ataulfo,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,360,420,380,
23/04/2019,Mango Ataulfo,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,360,420,380,
24/04/2019,Mango Ataulfo,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,300,400,350,
25/04/2019,Mango Ataulfo,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,300,400,350,
26/04/2019,Mango Ataulfo,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,300,400,360,
29/04/2019,Mango Ataulfo,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,330,400,370,
22/04/2019,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,360,430,400,
23/04/2019,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,360,430,400,
24/04/2019,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,310,420,370,
25/04/2019,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,310,420,380,
26/04/2019,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,320,410,370,
29/04/2019,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,330,420,370,
22/04/2019,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,150,170,160,
23/04/2019,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,150,170,160,
24/04/2019,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,140,160,150,
25/04/2019,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,140,160,150,
26/04/2019,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,130,160,150,
29/04/2019,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,120,160,140,
23/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,6.5,10,10,
24/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,6.5,10,10,
25/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,6.5,10,10,
26/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,6.5,10,10,
29/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,6.5,9,9,
22/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,9,10,10,
23/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,10,10,10,
24/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,10,10,10,
25/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,10,10,10,
26/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,10,10,10,
29/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,9,10,10,
22/04/2019,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
23/04/2019,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
24/04/2019,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
25/04/2019,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
26/04/2019,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
29/04/2019,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,16,16,16,
22/04/2019,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,24,24,24,
23/04/2019,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,24,24,24,
24/04/2019,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,24,24,24,
25/04/2019,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,24,24,24,
26/04/2019,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,24,24,24,
29/04/2019,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
22/04/2019,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,16,16,16,
23/04/2019,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,16,16,16,
24/04/2019,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,16,16,16,
25/04/2019,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,16,16,16,
26/04/2019,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,16,16,16,
29/04/2019,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,10,10,10,
22/04/2019,Mango Ataulfo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
23/04/2019,Mango Ataulfo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
24/04/2019,Mango Ataulfo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
25/04/2019,Mango Ataulfo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
26/04/2019,Mango Ataulfo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
29/04/2019,Mango Ataulfo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
22/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,30,30,30,
23/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,30,30,30,
24/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,30,30,30,
25/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,30,30,30,
26/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,30,30,30,
29/04/2019,Mango Haden,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,30,30,30,
22/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
23/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
24/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
25/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
26/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
29/04/2019,Mango Manila,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
22/04/2019,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
23/04/2019,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
24/04/2019,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
25/04/2019,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
26/04/2019,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
29/04/2019,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,24,24,24,
