Fecha,Producto,Calidad,Presentación,Origen,Destino,Precio Mín,Precio Max,Precio Frec,Obs.
26/04/2021,Coliflor mediana,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
27/04/2021,Coliflor mediana,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
28/04/2021,Coliflor mediana,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
29/04/2021,Coliflor mediana,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
22/04/2021,Chícharo arrugado,Primera,Kilogramo,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,18,20,19,
23/04/2021,Chícharo arrugado,Primera,Kilogramo,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,18,20,19,
26/04/2021,Chícharo arrugado,Primera,Kilogramo,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,18,20,19,
27/04/2021,Chícharo arrugado,Primera,Kilogramo,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,18,20,19,
28/04/2021,Chícharo arrugado,Primera,Kilogramo,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,18,20,19,
29/04/2021,Chícharo arrugado,Primera,Kilogramo,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,18,20,19,
22/04/2021,Elote,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,4,5,4.5,
23/04/2021,Elote,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,4,5,4.5,
26/04/2021,Elote,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,4,5,4.5,
27/04/2021,Elote,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,4,5,4.5,
28/04/2021,Elote,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,4,5,4.5,
29/04/2021,Elote,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,3,5,4.5,
22/04/2021,Lechuga Orejona sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
23/04/2021,Lechuga Orejona sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
26/04/2021,Lechuga Orejona sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
27/04/2021,Lechuga Orejona sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
28/04/2021,Lechuga Orejona sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
29/04/2021,Lechuga Orejona sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
22/04/2021,Lechuga Romanita sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
23/04/2021,Lechuga Romanita sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
26/04/2021,Lechuga Romanita sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
27/04/2021,Lechuga Romanita sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
28/04/2021,Lechuga Romanita sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
29/04/2021,Lechuga Romanita sin clasificación,Primera,Pieza,Aguascalientes,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,6,8,7,
22/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,"Coahuila: Central de Abasto de La Laguna, Torreón",150,160,150,
23/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,"Coahuila: Central de Abasto de La Laguna, Torreón",150,160,150,
26/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,"Coahuila: Central de Abasto de La Laguna, Torreón",150,160,150,
27/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,"Coahuila: Central de Abasto de La Laguna, Torreón",150,160,150,
28/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,"Coahuila: Central de Abasto de La Laguna, Torreón",150,160,150,
29/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,"Coahuila: Central de Abasto de La Laguna, Torreón",150,160,150,
22/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,Durango: Centro de Distribución y Abasto de Gómez Palacio,212,216,215,
23/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,Durango: Centro de Distribución y Abasto de Gómez Palacio,212,216,215,
26/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,Durango: Centro de Distribución y Abasto de Gómez Palacio,212,216,215,
27/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,Durango: Centro de Distribución y Abasto de Gómez Palacio,200,205,200,
28/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,Durango: Centro de Distribución y Abasto de Gómez Palacio,200,205,200,
29/04/2021,Calabacita Criolla,Primera,Caja de 16 kg.,Aguascalientes,Durango: Centro de Distribución y Abasto de Gómez Palacio,200,205,200,
22/04/2021,Lechuga Romanita grande,Primera,Pieza,Aguascalientes,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
23/04/2021,Lechuga Romanita grande,Primera,Pieza,Aguascalientes,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
26/04/2021,Lechuga Romanita grande,Primera,Pieza,Aguascalientes,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,9,
27/04/2021,Lechuga Romanita grande,Primera,Pieza,Aguascalientes,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,9,
28/04/2021,Lechuga Romanita grande,Primera,Pieza,Aguascalientes,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,9,
29/04/2021,Lechuga Romanita grande,Primera,Pieza,Aguascalientes,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,9,
22/04/2021,Betabel,Primera,Kilogramo,Aguascalientes,"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",18,20,20,
23/04/2021,Betabel,Primera,Kilogramo,Aguascalientes,"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",18,20,20,
26/04/2021,Betabel,Primera,Kilogramo,Aguascalientes,"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",20,23,23,
27/04/2021,Betabel,Primera,Kilogramo,Aguascalientes,"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",20,23,23,
28/04/2021,Betabel,Primera,Kilogramo,Aguascalientes,"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",21,24,24,
29/04/2021,Betabel,Primera,Kilogramo,Aguascalientes,"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",21,24,24,
27/04/2021,Acelga,Primera,Arpilla de 10 kg.,Aguascalientes,Veracruz: Central de Abasto de Jalapa,1,2,1,
22/04/2021,Calabacita regional,Primera,Kilogramo,Aguascalientes,Zacatecas: Mercado de Abasto de Zacatecas,18,18,18,
23/04/2021,Calabacita regional,Primera,Kilogramo,Aguascalientes,Zacatecas: Mercado de Abasto de Zacatecas,18,18,18,
26/04/2021,Calabacita regional,Primera,Kilogramo,Aguascalientes,Zacatecas: Mercado de Abasto de Zacatecas,18,18,18,
27/04/2021,Calabacita regional,Primera,Kilogramo,Aguascalientes,Zacatecas: Mercado de Abasto de Zacatecas,18,18,18,
28/04/2021,Calabacita regional,Primera,Kilogramo,Aguascalientes,Zacatecas: Mercado de Abasto de Zacatecas,18,18,18,
29/04/2021,Calabacita regional,Primera,Kilogramo,Aguascalientes,Zacatecas: Mercado de Abasto de Zacatecas,18,18,18,
22/04/2021,Chile de Árbol seco,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,115,120,120,
23/04/2021,Chile de Árbol seco,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,115,120,120,
26/04/2021,Chile de Árbol seco,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,115,120,120,
27/04/2021,Chile de Árbol seco,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,115,120,120,
28/04/2021,Chile de Árbol seco,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,115,120,120,
29/04/2021,Chile de Árbol seco,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,115,120,120,
22/04/2021,Chile Guajillo,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,105,110,110,
23/04/2021,Chile Guajillo,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,105,110,110,
26/04/2021,Chile Guajillo,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,105,110,110,
27/04/2021,Chile Guajillo,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,105,110,110,
28/04/2021,Chile Guajillo,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,105,110,110,
29/04/2021,Chile Guajillo,Primera,Kilogramo,Aguascalientes,Michoacán: Mercado de Abasto de Morelia,105,110,110,
22/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",180,180,180,
23/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",170,170,170,
26/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",150,150,150,
27/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",130,130,130,
28/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",120,120,120,
29/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",120,120,120,
22/04/2021,Manzana Golden Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,570,700,700,
23/04/2021,Manzana Golden Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,570,700,700,
26/04/2021,Manzana Golden Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,570,700,700,
27/04/2021,Manzana Golden Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,570,700,700,
28/04/2021,Manzana Golden Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,570,700,700,
29/04/2021,Manzana Golden Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,530,700,700,
22/04/2021,Manzana Red Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,430,640,580,
23/04/2021,Manzana Red Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,430,640,580,
26/04/2021,Manzana Red Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,430,640,580,
27/04/2021,Manzana Red Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,430,640,580,
28/04/2021,Manzana Red Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,430,640,580,
29/04/2021,Manzana Red Delicious,Primera,Caja de 18 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,430,640,570,
22/04/2021,Naranja Valencia mediana,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,12,17.5,12.9,
23/04/2021,Naranja Valencia mediana,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,12,17.5,12.9,
26/04/2021,Naranja Valencia mediana,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,12,17.5,12.9,
27/04/2021,Naranja Valencia mediana,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,12,17.5,12.9,
28/04/2021,Naranja Valencia mediana,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,12,17.5,12.9,
29/04/2021,Naranja Valencia mediana,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,12,17.5,12.6,
22/04/2021,Toronja Roja,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,15,20,15,
23/04/2021,Toronja Roja,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,15,20,15,
26/04/2021,Toronja Roja,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,15,20,15,
27/04/2021,Toronja Roja,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,15,20,15,
28/04/2021,Toronja Roja,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,15,20,15,
29/04/2021,Toronja Roja,Primera,Kilogramo,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,15,20,15,
22/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado de Abasto de Guadalajara,11,17,11,
23/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado de Abasto de Guadalajara,12,18,12,
26/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado de Abasto de Guadalajara,12,18,12,
27/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado de Abasto de Guadalajara,12,18,12,
28/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado de Abasto de Guadalajara,12,18,12,
29/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado de Abasto de Guadalajara,12,18,12,
22/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado Felipe Ángeles de Guadalajara,14,14,14,
23/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado Felipe Ángeles de Guadalajara,15,15,15,
26/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado Felipe Ángeles de Guadalajara,15,15,15,
27/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado Felipe Ángeles de Guadalajara,15,15,15,
28/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado Felipe Ángeles de Guadalajara,15,15,15,
29/04/2021,Naranja Valencia grande,Primera,Kilogramo,Baja California,Jalisco: Mercado Felipe Ángeles de Guadalajara,15,15,15,
22/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",300,350,320,
23/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",320,380,370,
26/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",320,380,350,
27/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",320,360,350,
28/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",350,400,350,
29/04/2021,Fresa,Primera,Caja de 5 kg.,Baja California,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",350,380,360,
22/04/2021,Fresa,Primera,Caja de 7 kg.,Baja California,San Luis Potosí: Centro de Abasto de San Luis Potosí,300,310,300,
23/04/2021,Fresa,Primera,Caja de 7 kg.,Baja California,San Luis Potosí: Centro de Abasto de San Luis Potosí,300,310,300,
26/04/2021,Fresa,Primera,Caja de 7 kg.,Baja California,San Luis Potosí: Centro de Abasto de San Luis Potosí,310,333,310,
27/04/2021,Fresa,Primera,Caja de 7 kg.,Baja California,San Luis Potosí: Centro de Abasto de San Luis Potosí,310,333,310,
28/04/2021,Fresa,Primera,Caja de 7 kg.,Baja California,San Luis Potosí: Centro de Abasto de San Luis Potosí,260,300,280,
29/04/2021,Fresa,Primera,Caja de 7 kg.,Baja California,San Luis Potosí: Centro de Abasto de San Luis Potosí,260,300,280,
22/04/2021,Uva Globo,Primera,Caja de 11 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,320,600,520,
23/04/2021,Uva Globo,Primera,Caja de 11 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,320,600,520,
26/04/2021,Uva Globo,Primera,Caja de 11 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,320,600,520,
27/04/2021,Uva Globo,Primera,Caja de 11 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,320,600,520,
28/04/2021,Uva Globo,Primera,Caja de 11 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,320,600,520,
29/04/2021,Uva Globo,Primera,Caja de 11 kg.,Baja California,Baja California Sur: Unión de Comerciantes de La Paz,320,600,500,
22/04/2021,Acelga,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",6,6,6,
23/04/2021,Acelga,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",6,6,6,
26/04/2021,Acelga,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",6,6,6,
27/04/2021,Acelga,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",6,6,6,
28/04/2021,Acelga,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",6,6,6,
29/04/2021,Acelga,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",5,5,5,
22/04/2021,Apio,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",13,13,13,
23/04/2021,Apio,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",13,13,13,
26/04/2021,Apio,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",13,13,13,
27/04/2021,Apio,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",13,13,13,
28/04/2021,Apio,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",13,13,13,
29/04/2021,Apio,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",11,11,11,
22/04/2021,Berenjena,Primera,Kilogramo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",30,30,30,
23/04/2021,Berenjena,Primera,Kilogramo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",30,30,30,
26/04/2021,Berenjena,Primera,Kilogramo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",30,30,30,
27/04/2021,Berenjena,Primera,Kilogramo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",30,30,30,
28/04/2021,Berenjena,Primera,Kilogramo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",29,29,29,
29/04/2021,Berenjena,Primera,Kilogramo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",29,29,29,
26/04/2021,Betabel,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",10,10,10,
27/04/2021,Betabel,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",10,10,10,
28/04/2021,Betabel,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",10,10,10,
29/04/2021,Betabel,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",10,10,10,
22/04/2021,Brócoli,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",26,26,26,
23/04/2021,Brócoli,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",26,26,26,
26/04/2021,Brócoli,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",26,26,26,
27/04/2021,Brócoli,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",26,26,26,
28/04/2021,Brócoli,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",26,26,26,
29/04/2021,Brócoli,Primera,Pieza,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",26,26,26,
22/04/2021,Cebolla de rabo,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.4,1.4,1.4,
23/04/2021,Cebolla de rabo,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.4,1.4,1.4,
26/04/2021,Cebolla de rabo,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.8,1.8,1.8,
27/04/2021,Cebolla de rabo,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.8,1.8,1.8,
28/04/2021,Cebolla de rabo,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.8,1.8,1.8,
29/04/2021,Cebolla de rabo,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.8,1.8,1.8,
22/04/2021,Cilantro,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.25,1.25,1.25,
23/04/2021,Cilantro,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",1.25,1.25,1.25,
26/04/2021,Cilantro,Primera,Manojo,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",2,2,2,
