Fecha,Producto,Calidad,Presentación,Origen,Destino,Precio Mín,Precio Max,Precio Frec,Obs
28/04/2020,Cilantro,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,118,120,119,
29/04/2020,Cilantro,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,118,120,119,
22/04/2020,Col grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
23/04/2020,Col grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
24/04/2020,Col grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
27/04/2020,Col grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
28/04/2020,Col grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
29/04/2020,Col grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
22/04/2020,Coliflor grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
23/04/2020,Coliflor grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
24/04/2020,Coliflor grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
27/04/2020,Coliflor grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,15,17,16,
28/04/2020,Coliflor grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,15,17,16,
29/04/2020,Coliflor grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,15,17,16,
22/04/2020,Champiñón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,70,72,71,
23/04/2020,Champiñón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,70,72,71,
24/04/2020,Champiñón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,70,72,71,
27/04/2020,Champiñón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,71,73,72,
28/04/2020,Champiñón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,71,73,72,
29/04/2020,Champiñón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,71,73,72,
22/04/2020,Chayote,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
23/04/2020,Chayote,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
24/04/2020,Chayote,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
27/04/2020,Chayote,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
28/04/2020,Chayote,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
29/04/2020,Chayote,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
22/04/2020,Chícharo arrugado,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,35,37,36,
23/04/2020,Chícharo arrugado,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,35,37,36,
24/04/2020,Chícharo arrugado,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,35,37,36,
27/04/2020,Chícharo arrugado,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,36,38,37,
28/04/2020,Chícharo arrugado,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,36,38,37,
29/04/2020,Chícharo arrugado,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,36,38,37,
22/04/2020,Chile Caloro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,35,37,36,
23/04/2020,Chile Caloro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,35,37,36,
24/04/2020,Chile Caloro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,35,37,36,
27/04/2020,Chile Caloro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,36,38,37,
28/04/2020,Chile Caloro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,36,38,37,
29/04/2020,Chile Caloro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,36,38,37,
22/04/2020,Chile Habanero,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,50,52,51,
23/04/2020,Chile Habanero,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,50,52,51,
24/04/2020,Chile Habanero,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,50,52,51,
27/04/2020,Chile Habanero,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,51,53,52,
28/04/2020,Chile Habanero,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,51,53,52,
29/04/2020,Chile Habanero,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,51,53,52,
22/04/2020,Chile Húngaro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,31,33,32,
23/04/2020,Chile Húngaro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,31,33,32,
24/04/2020,Chile Húngaro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,31,33,32,
27/04/2020,Chile Húngaro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,32,34,33,
28/04/2020,Chile Húngaro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,32,34,33,
29/04/2020,Chile Húngaro,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,32,34,33,
22/04/2020,Chile Jalapeño,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
23/04/2020,Chile Jalapeño,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
24/04/2020,Chile Jalapeño,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
27/04/2020,Chile Jalapeño,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
28/04/2020,Chile Jalapeño,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
29/04/2020,Chile Jalapeño,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
22/04/2020,Chile Pimiento morrón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,39,41,40,
23/04/2020,Chile Pimiento morrón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,39,41,40,
24/04/2020,Chile Pimiento morrón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,39,41,40,
27/04/2020,Chile Pimiento morrón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,40,42,41,
28/04/2020,Chile Pimiento morrón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,40,42,41,
29/04/2020,Chile Pimiento morrón,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,40,42,41,
22/04/2020,Chile Poblano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
23/04/2020,Chile Poblano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
24/04/2020,Chile Poblano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
27/04/2020,Chile Poblano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,22,24,23,
28/04/2020,Chile Poblano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,22,24,23,
29/04/2020,Chile Poblano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,22,24,23,
22/04/2020,Chile Serrano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,18,20,19,
23/04/2020,Chile Serrano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,18,20,19,
24/04/2020,Chile Serrano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,18,20,19,
27/04/2020,Chile Serrano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,19,21,20,
28/04/2020,Chile Serrano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,19,21,20,
29/04/2020,Chile Serrano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,19,21,20,
22/04/2020,Ejote largo,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
23/04/2020,Ejote largo,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
24/04/2020,Ejote largo,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
27/04/2020,Ejote largo,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,22,24,23,
28/04/2020,Ejote largo,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,22,24,23,
29/04/2020,Ejote largo,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,22,24,23,
22/04/2020,Elote grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,2,3,3,
23/04/2020,Elote grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,2,3,3,
24/04/2020,Elote grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,2,3,3,
27/04/2020,Elote grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,2,3,3,
28/04/2020,Elote grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,2,3,3,
29/04/2020,Elote grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,2,3,3,
22/04/2020,Espárrago,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,87,89,88,
23/04/2020,Espárrago,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,87,89,88,
24/04/2020,Espárrago,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,87,89,88,
27/04/2020,Espárrago,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,88,90,89,
28/04/2020,Espárrago,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,88,90,89,
29/04/2020,Espárrago,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,88,90,89,
22/04/2020,Espinaca,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,78,80,79,
23/04/2020,Espinaca,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,78,80,79,
24/04/2020,Espinaca,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,78,80,79,
27/04/2020,Espinaca,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,78,80,79,
28/04/2020,Espinaca,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,78,80,79,
29/04/2020,Espinaca,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,78,80,79,
22/04/2020,Jamaica,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,107,109,108,
23/04/2020,Jamaica,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,107,109,108,
24/04/2020,Jamaica,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,107,109,108,
27/04/2020,Jamaica,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,108,110,109,
28/04/2020,Jamaica,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,108,110,109,
29/04/2020,Jamaica,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,108,110,109,
22/04/2020,Jícama,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,6,8,7,
23/04/2020,Jícama,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,6,8,7,
24/04/2020,Jícama,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,6,8,7,
27/04/2020,Jícama,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,7,9,8,
22/04/2020,Lechuga Orejona grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,12,14,13,
23/04/2020,Lechuga Orejona grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,12,14,13,
24/04/2020,Lechuga Orejona grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,12,14,13,
27/04/2020,Lechuga Orejona grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
28/04/2020,Lechuga Orejona grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
29/04/2020,Lechuga Orejona grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
22/04/2020,Lechuga Romanita grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
23/04/2020,Lechuga Romanita grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
24/04/2020,Lechuga Romanita grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
27/04/2020,Lechuga Romanita grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,11,13,12,
28/04/2020,Lechuga Romanita grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,11,13,12,
29/04/2020,Lechuga Romanita grande,Primera,Pieza,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,11,13,12,
22/04/2020,Melón Cantaloupe # 12,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
23/04/2020,Melón Cantaloupe # 12,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
24/04/2020,Melón Cantaloupe # 12,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
27/04/2020,Melón Cantaloupe # 12,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
28/04/2020,Melón Cantaloupe # 12,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
29/04/2020,Melón Cantaloupe # 12,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
22/04/2020,Nopal grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,12,14,13,
23/04/2020,Nopal grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,12,14,13,
24/04/2020,Nopal grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,12,14,13,
27/04/2020,Nopal grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
28/04/2020,Nopal grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
29/04/2020,Nopal grande,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
22/04/2020,Orégano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,55,57,56,
23/04/2020,Orégano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,55,57,56,
24/04/2020,Orégano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,55,57,56,
27/04/2020,Orégano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,56,58,57,
28/04/2020,Orégano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,56,58,57,
29/04/2020,Orégano,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,56,58,57,
22/04/2020,Papa Alpha,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
23/04/2020,Papa Alpha,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
24/04/2020,Papa Alpha,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
27/04/2020,Papa Alpha,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
28/04/2020,Papa Alpha,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
29/04/2020,Papa Alpha,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,14,16,15,
22/04/2020,Pepino,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,8,10,9,
23/04/2020,Pepino,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,8,10,9,
24/04/2020,Pepino,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,8,10,9,
27/04/2020,Pepino,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,7,9,8,
28/04/2020,Pepino,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,7,9,8,
29/04/2020,Pepino,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,7,9,8,
22/04/2020,Perejil,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
23/04/2020,Perejil,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
24/04/2020,Perejil,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
27/04/2020,Perejil,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
28/04/2020,Perejil,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
29/04/2020,Perejil,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
22/04/2020,Rábano,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,68,70,69,
23/04/2020,Rábano,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,68,70,69,
27/04/2020,Rábano,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,68,70,69,
28/04/2020,Rábano,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,68,70,69,
29/04/2020,Rábano,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,68,70,69,
22/04/2020,Tomate Bola,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,23,25,24,
23/04/2020,Tomate Bola,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,23,25,24,
24/04/2020,Tomate Bola,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,23,25,24,
27/04/2020,Tomate Bola,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
28/04/2020,Tomate Bola,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
29/04/2020,Tomate Bola,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
22/04/2020,Tomate Saladette,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
23/04/2020,Tomate Saladette,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
24/04/2020,Tomate Saladette,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,13,15,14,
27/04/2020,Tomate Saladette,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
28/04/2020,Tomate Saladette,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
29/04/2020,Tomate Saladette,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,9,11,10,
22/04/2020,Tomate Verde,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,20,22,21,
23/04/2020,Tomate Verde,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,20,22,21,
24/04/2020,Tomate Verde,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,20,22,21,
27/04/2020,Tomate Verde,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
28/04/2020,Tomate Verde,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
29/04/2020,Tomate Verde,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,21,23,22,
22/04/2020,Yerbabuena,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
23/04/2020,Yerbabuena,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
24/04/2020,Yerbabuena,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
27/04/2020,Yerbabuena,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
28/04/2020,Yerbabuena,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
29/04/2020,Yerbabuena,Primera,Rollo de 5 kg.,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,73,75,74,
22/04/2020,Zanahoria leña,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
23/04/2020,Zanahoria leña,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
24/04/2020,Zanahoria leña,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,10,12,11,
27/04/2020,Zanahoria leña,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,11,13,12,
28/04/2020,Zanahoria leña,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,11,13,12,
29/04/2020,Zanahoria leña,Primera,Kilogramo,Nayarit,Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,11,13,12,
22/04/2020,Acelga,Primera,Kilogramo,Nayarit,Nayarit: Nayarabastos de Tepic,13,15,14,
23/04/2020,Acelga,Primera,Kilogramo,Nayarit,Nayarit: Nayarabastos de Tepic,13,15,14,
