Fecha,Producto,Calidad,Presentación,Origen,Destino,Precio Mín,Precio Max,Precio Frec,Obs
24/04/2020,Zanahoria mediana,Primera,Arpilla de 10 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",80,100,80,
27/04/2020,Zanahoria mediana,Primera,Arpilla de 10 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",70,100,70,
28/04/2020,Zanahoria mediana,Primera,Arpilla de 10 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",70,90,80,
29/04/2020,Zanahoria mediana,Primera,Arpilla de 10 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",70,100,80,
22/04/2020,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",60,70,60,
23/04/2020,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",60,70,60,
24/04/2020,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",60,75,60,
27/04/2020,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",60,70,60,
28/04/2020,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",60,70,60,
29/04/2020,Zanahoria polvo,Primera,Arpilla de 20 kg.,Guanajuato,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",60,70,60,
22/04/2020,Apio,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,15,17,15,
23/04/2020,Apio,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,15,16,16,
24/04/2020,Apio,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,15,16,15,
27/04/2020,Apio,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,15,16,15,
28/04/2020,Apio,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,15,17,17,
29/04/2020,Apio,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,15,17,17,
22/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
23/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
24/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
27/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
28/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
29/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
22/04/2020,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,48,50,50,
23/04/2020,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,48,50,48,
24/04/2020,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,48,50,48,
27/04/2020,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,48,50,48,
28/04/2020,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,48,50,50,
29/04/2020,Cacahuate,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,48,50,50,
22/04/2020,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6.5,7,7,
23/04/2020,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6.5,7,7,
24/04/2020,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,6.5,6.5,
27/04/2020,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,5,6,5.5,
28/04/2020,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,6.5,6.5,
29/04/2020,Cebolla Bola grande,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,6.5,6,
22/04/2020,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3.5,4,4,
23/04/2020,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3.5,4,3.5,
24/04/2020,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3.5,4,4,
27/04/2020,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3.5,4,4,
28/04/2020,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3.5,4,4,
29/04/2020,Elote grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,3.5,4,4,
22/04/2020,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,7,7,
23/04/2020,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,7,7,
24/04/2020,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,7,7,
27/04/2020,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,7,6,
28/04/2020,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,7,7,
29/04/2020,Jícama,Primera,Kilogramo,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,6,7,7,
22/04/2020,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
23/04/2020,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
24/04/2020,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
27/04/2020,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
28/04/2020,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,8,
29/04/2020,Lechuga Romanita grande,Primera,Pieza,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,7,8,7,
22/04/2020,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,85,90,90,
23/04/2020,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,85,90,90,
24/04/2020,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,85,90,85,
27/04/2020,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,85,90,85,
28/04/2020,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,85,90,90,
29/04/2020,Zanahoria mediana,Primera,Arpilla de 20 kg.,Guanajuato,Querétaro: Mercado de Abasto de Querétaro,85,90,90,
22/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7,
23/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7,
24/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7,
27/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7,
28/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7,
29/04/2020,Brócoli,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,7,8,7,
22/04/2020,Cebolla de rabo,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
23/04/2020,Cebolla de rabo,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
24/04/2020,Cebolla de rabo,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
27/04/2020,Cebolla de rabo,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
28/04/2020,Cebolla de rabo,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
29/04/2020,Cebolla de rabo,Primera,Kilogramo,Guanajuato,San Luis Potosí: Centro de Abasto de San Luis Potosí,8,9,8,
22/04/2020,Ejote,Primera,Kilogramo,Guanajuato,Sonora: Central de Abasto de Cd. Obregón,25,25,25,
24/04/2020,Ejote,Primera,Kilogramo,Guanajuato,Sonora: Central de Abasto de Cd. Obregón,25,25,25,
28/04/2020,Ejote,Primera,Kilogramo,Guanajuato,Sonora: Central de Abasto de Cd. Obregón,25,25,25,
29/04/2020,Ejote,Primera,Kilogramo,Guanajuato,Sonora: Central de Abasto de Cd. Obregón,25,25,25,
22/04/2020,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,100,110,100,
23/04/2020,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,100,110,100,
24/04/2020,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,100,110,100,
27/04/2020,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,115,110,
28/04/2020,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,115,110,
29/04/2020,Chile ancho,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,115,110,
22/04/2020,Chile de Árbol seco,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,120,130,120,
23/04/2020,Chile de Árbol seco,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,120,130,120,
24/04/2020,Chile de Árbol seco,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,120,130,120,
27/04/2020,Chile de Árbol seco,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,115,120,115,
28/04/2020,Chile de Árbol seco,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,115,120,115,
29/04/2020,Chile de Árbol seco,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,115,120,115,
22/04/2020,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,130,110,
23/04/2020,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,130,110,
24/04/2020,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,110,130,110,
27/04/2020,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,115,120,115,
28/04/2020,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,115,120,115,
29/04/2020,Chile Pasilla,Primera,Kilogramo,Guanajuato,Guanajuato: Central de Abasto de León,115,120,115,
22/04/2020,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
23/04/2020,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
24/04/2020,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
27/04/2020,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
28/04/2020,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
29/04/2020,Limón c/semilla # 4,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
22/04/2020,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
23/04/2020,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
24/04/2020,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
27/04/2020,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
28/04/2020,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
29/04/2020,Papaya Maradol,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
22/04/2020,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,25,25,25,
23/04/2020,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,23,23,23,
24/04/2020,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,23,23,23,
27/04/2020,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,23,23,23,
28/04/2020,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,23,23,23,
29/04/2020,Piña mediana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,23,23,23,
22/04/2020,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
23/04/2020,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
24/04/2020,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
27/04/2020,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
28/04/2020,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
29/04/2020,Plátano Chiapas,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,11,11,11,
22/04/2020,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
23/04/2020,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
24/04/2020,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
27/04/2020,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
28/04/2020,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
29/04/2020,Plátano Macho,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
22/04/2020,Fresa,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,32,35,35,
23/04/2020,Fresa,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,32,35,35,
24/04/2020,Fresa,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,32,35,35,
27/04/2020,Fresa,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,30,35,35,
28/04/2020,Fresa,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,30,35,35,
29/04/2020,Fresa,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,30,35,35,
22/04/2020,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,13,14,13.5,
23/04/2020,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,13,14,13.5,
24/04/2020,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,13,14,13.5,
27/04/2020,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,13,14,13.5,
28/04/2020,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,13,14,13.5,
29/04/2020,Coco,Primera,Pieza,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,13,14,13.5,
22/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,420,440,430,
23/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,420,440,430,
24/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,420,440,430,
27/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,420,440,430,
28/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,420,440,430,
29/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,420,440,430,
22/04/2020,Mango Tommy,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,320,340,330,
23/04/2020,Mango Tommy,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,320,340,330,
24/04/2020,Mango Tommy,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,320,340,330,
27/04/2020,Mango Tommy,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,320,340,330,
28/04/2020,Mango Tommy,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,320,340,330,
29/04/2020,Mango Tommy,Primera,Caja de 32 kg.,Guerrero,Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,320,340,330,
22/04/2020,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,480,550,500,
23/04/2020,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,480,550,500,
24/04/2020,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,480,550,500,
27/04/2020,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,480,550,500,
28/04/2020,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,480,550,500,
29/04/2020,Mango Manila,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,480,550,500,
22/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,180,220,190,
23/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,180,220,190,
24/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,180,220,200,
27/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,180,220,200,
28/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,180,220,200,
29/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,DF: Central de Abasto de Iztapalapa DF,180,220,200,
22/04/2020,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,25,27,25,
23/04/2020,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,25,27,25,
24/04/2020,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,28,29,28,
27/04/2020,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,28,29,28,
28/04/2020,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,28,29,28,
29/04/2020,Mango Haden,Primera,Kilogramo,Guerrero,Guanajuato: Central de Abasto de León,28,29,28,
22/04/2020,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
23/04/2020,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
24/04/2020,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
27/04/2020,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
28/04/2020,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
29/04/2020,Coco,Primera,Pieza,Guerrero,Guerrero: Central de Abastos de Acapulco,20,20,20,
22/04/2020,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,38,38,38,
23/04/2020,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,34,34,34,
24/04/2020,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,34,34,34,
27/04/2020,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,34,34,34,
28/04/2020,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,34,34,34,
29/04/2020,Guanabana,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,34,34,34,
22/04/2020,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,16,16,16,
23/04/2020,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
24/04/2020,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
27/04/2020,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
28/04/2020,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
29/04/2020,Guayaba,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,17,17,17,
22/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
24/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
28/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
29/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Guerrero: Central de Abastos de Acapulco,28,28,28,
22/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado de Abasto de Guadalajara,19,20,19,
23/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado de Abasto de Guadalajara,19,20,19,
24/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado de Abasto de Guadalajara,19,20,19,
27/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado de Abasto de Guadalajara,19,20,19,
28/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado de Abasto de Guadalajara,19,20,19,
29/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado de Abasto de Guadalajara,19,20,19,
22/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado Felipe Ángeles de Guadalajara,19.5,19.5,19.5,
23/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado Felipe Ángeles de Guadalajara,19.5,19.5,19.5,
24/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado Felipe Ángeles de Guadalajara,19.5,19.5,19.5,
27/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado Felipe Ángeles de Guadalajara,19.5,19.5,19.5,
28/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado Felipe Ángeles de Guadalajara,19.5,19.5,19.5,
29/04/2020,Coco,Primera,Pieza,Guerrero,Jalisco: Mercado Felipe Ángeles de Guadalajara,19.5,19.5,19.5,
22/04/2020,Mango Haden,Primera,Caja de 34 kg.,Guerrero,México: Central de Abasto de Toluca,620,640,620,
23/04/2020,Mango Haden,Primera,Caja de 34 kg.,Guerrero,México: Central de Abasto de Toluca,620,640,620,
24/04/2020,Mango Haden,Primera,Caja de 34 kg.,Guerrero,México: Central de Abasto de Toluca,620,640,620,
27/04/2020,Mango Haden,Primera,Caja de 34 kg.,Guerrero,México: Central de Abasto de Toluca,620,640,620,
28/04/2020,Mango Haden,Primera,Caja de 34 kg.,Guerrero,México: Central de Abasto de Toluca,620,640,640,
29/04/2020,Mango Haden,Primera,Caja de 34 kg.,Guerrero,México: Central de Abasto de Toluca,620,640,620,
22/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,México: Central de Abasto de Toluca,420,450,450,
23/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,México: Central de Abasto de Toluca,420,450,420,
24/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,México: Central de Abasto de Toluca,420,450,450,
27/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,México: Central de Abasto de Toluca,420,450,450,
28/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,México: Central de Abasto de Toluca,420,450,420,
29/04/2020,Mango Manila,Primera,Caja de 30 kg.,Guerrero,México: Central de Abasto de Toluca,420,450,420,
22/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Michoacán: Mercado de Abasto de Morelia,25,17,17,
23/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Michoacán: Mercado de Abasto de Morelia,25,17,17,
24/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Michoacán: Mercado de Abasto de Morelia,25,17,17,
27/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Michoacán: Mercado de Abasto de Morelia,17,25,17,
28/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Michoacán: Mercado de Abasto de Morelia,25,17,17,
29/04/2020,Tamarindo,Primera,Kilogramo,Guerrero,Michoacán: Mercado de Abasto de Morelia,17,25,17,
22/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,Morelos: Central de Abasto de Cuautla,200,250,200,
24/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,Morelos: Central de Abasto de Cuautla,200,250,200,
27/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,Morelos: Central de Abasto de Cuautla,200,250,200,
28/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,Morelos: Central de Abasto de Cuautla,200,250,200,
29/04/2020,Mango Manililla,Primera,Caja de 28 kg.,Guerrero,Morelos: Central de Abasto de Cuautla,200,250,200,
28/04/2020,Mango Ataulfo,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,8,9,9,
29/04/2020,Mango Ataulfo,Primera,Kilogramo,Guerrero,Puebla: Central de Abasto de Puebla,8,9,9,
22/04/2020,Mango Ataulfo,Primera,Caja de 30 kg.,Guerrero,Querétaro: Mercado de Abasto de Querétaro,550,600,580,
